,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
1391,16000000,Olmos Productions,USA,Edward James Olmos,Biography,13086430,American Me,R,1992-03-13 00:00:00,125,7.2,Edward James Olmos,6417,Floyd Mutrux,1992,0,-0.182098125,-20
1392,30000000,Paramount Pictures,USA,Ralph Bakshi,Animation,14110600,Cool World,PG-13,1992-07-10 00:00:00,102,4.8,Gabriel Byrne,17780,Michael Grais,1992,0,-0.5296466666666667,-50
1393,40000000,Touchwood Pacific Partners 1,USA,Randal Kleiser,Adventure,58662452,Honey I Blew Up the Kid,PG,1992-07-17 00:00:00,89,4.7,Rick Moranis,34421,Stuart Gordon,1992,1,0.4665613,50
1394,4000000,Adventure Pictures,UK,Sally Potter,Biography,5289772,Orlando,PG-13,1993-06-09 00:00:00,94,7.2,Tilda Swinton,10849,Sally Potter,1992,1,0.322443,30
1397,35000000,Columbia Pictures Corporation,USA,Richard Donner,Drama,4651977,Radio Flyer,PG-13,1992-02-21 00:00:00,114,6.9,Lorraine Bracco,10947,David Mickey Evans,1992,0,-0.8670863714285715,-90
1398,8000000,Davis Entertainment,Australia,Stuart Gordon,Action,6739141,Fortress,R,1993-09-03 00:00:00,95,5.9,Christopher Lambert,24573,Troy Neighbors,1992,0,-0.157607375,-20
1399,14000000,Cinema Plus,USA,Greg Beeman,Adventure,2034470,Mom and Dad Save the World,PG,1992-07-24 00:00:00,88,5.3,Teri Garr,3656,Chris Matheson,1992,0,-0.8546807142857142,-90
1401,12000000,Pacific Western,USA,Brian De Palma,Crime,21370057,Raising Cain,R,1992-08-07 00:00:00,91,6.0,John Lithgow,10992,Brian De Palma,1992,1,0.7808380833333334,80
1402,3500000,Turner Pictures (I),USA,Phil Roman,Animation,3560469,The Tom and Jerry Movie,G,1993-07-30 00:00:00,84,5.3,Richard Kind,7519,Dennis Marks,1992,1,0.017276857142857142,0
1407,40000000,Hollywood Pictures,USA,John McTiernan,Adventure,45500797,Medicine Man,PG-13,1992-02-07 00:00:00,106,6.0,Sean Connery,18461,Tom Schulman,1992,1,0.137519925,10
1409,30000000,Universal Pictures,USA,George Miller,Drama,7286388,Lorenzo's Oil,PG-13,1993-01-29 00:00:00,129,7.2,Nick Nolte,17514,George Miller,1992,0,-0.7571204,-80
1410,7000000,Challenge Film Corporation,UK,Tony Maylam,Action,5430822,Split Second,R,1992-05-01 00:00:00,90,6.2,Rutger Hauer,9103,Gary Scott Thompson,1992,0,-0.2241682857142857,-20
1411,18000000,Hollywood Pictures,USA,Alan J. Pakula,Crime,21591728,Consenting Adults,R,1992-10-16 00:00:00,99,5.7,Kevin Kline,5783,Matthew Chapman,1992,1,0.19954044444444444,20
1413,10000000,Twentieth Century Fox Film Corporation,USA,Dwight H. Little,Action,14356479,Rapid Fire,R,1992-08-21 00:00:00,95,6.3,Brandon Lee,6784,Cindy Cirile,1992,1,0.4356479,40
1414,12000000,Touchstone Pictures,USA,Peter Bogdanovich,Comedy,2280148,Noises Off...,PG-13,1992-03-20 00:00:00,101,7.5,Michael Caine,8745,Michael Frayn,1992,0,-0.8099876666666667,-80
1415,42000000,Columbia Pictures Corporation,USA,Stephen Frears,Comedy,19507345,Hero,PG-13,1992-10-02 00:00:00,119,6.5,Dustin Hoffman,18627,Laura Ziskin,1992,0,-0.5355394047619048,-50
1416,27000000,Allied Filmmakers,France,Roland Joffé,Drama,14683921,City of Joy,PG-13,1992-04-17 00:00:00,132,6.4,Patrick Swayze,4193,Dominique Lapierre,1992,0,-0.45615107407407407,-50
1417,900000,Golden Harvest Company,Hong Kong,Stanley Tong,Action,16270600,Supercop,R,1996-07-26 00:00:00,95,6.9,Jackie Chan,16056,Edward Tang,1992,1,17.078444444444443,1710
1418,15000000,TriStar Pictures,USA,Michael Apted,Crime,22660758,Thunderheart,R,1992-04-03 00:00:00,119,6.8,Val Kilmer,12056,John Fusco,1992,1,0.5107172,50
1419,25000000,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,35208854,Honeymoon in Vegas,PG-13,1992-08-28 00:00:00,96,5.8,James Caan,15079,Andrew Bergman,1992,1,0.40835416,40
1420,12000000,Walt Disney Pictures,USA,Brian Henson,Comedy,27281507,The Muppet Christmas Carol,G,1992-12-11 00:00:00,85,7.7,Michael Caine,37054,Charles Dickens,1992,1,1.2734589166666668,130
1421,900000,Corn Cobb Productions,USA,David Price,Horror,6980986,Children of the Corn II: The Final Sacrifice,R,1993-01-29 00:00:00,92,4.2,Terence Knox,6311,Stephen King,1992,1,6.756651111111111,680
1422,45000000,Northern Lights Entertainment,USA,Roger Spottiswoode,Action,28411210,Stop! Or My Mom Will Shoot,PG-13,1992-02-21 00:00:00,87,4.1,Sylvester Stallone,33574,Blake Snyder,1992,0,-0.3686397777777778,-40
1423,5000000,British Broadcasting Corporation (BBC),UK,Kenneth Branagh,Comedy,4058564,Peter's Friends,R,1992-12-25 00:00:00,101,7.0,Hugh Laurie,9009,Rita Rudner,1992,0,-0.1882872,-20
1426,14000000,Universal Pictures,USA,Walter Hill,Action,13747138,Trespass,R,1992-12-25 00:00:00,101,6.2,Bill Paxton,8433,Bob Gale,1992,0,-0.01806157142857143,0
1427,20000000,TriStar Pictures,USA,Woody Allen,Comedy,10555619,Husbands and Wives,R,1992-09-18 00:00:00,103,7.6,Woody Allen,23108,Woody Allen,1992,0,-0.47221905,-50
1429,20000000,Paramount Pictures,USA,Bruce Robinson,Crime,11390479,Jennifer 8,R,1992-11-06 00:00:00,124,6.2,Andy Garcia,12992,Bruce Robinson,1992,0,-0.43047605,-40
1431,40000000,Warner Bros.,USA,John Carpenter,Comedy,14358033,Memoirs of an Invisible Man,PG-13,1992-02-28 00:00:00,99,5.9,Chevy Chase,18652,H.F. Saint,1992,0,-0.641049175,-60
1432,15000000,Columbia Pictures Corporation,USA,Peter MacDonald,Action,40227000,Mo' Money,R,1992-07-24 00:00:00,89,5.4,Damon Wayans,5876,Damon Wayans,1992,1,1.6818,170
1435,7500000,Warner Bros.,USA,Randall Miller,Comedy,13272113,Class Act,PG-13,1992-06-05 00:00:00,98,6.0,Christopher Reid,4351,Michael Swerdlick,1992,1,0.7696150666666667,80
1437,4000000,Enchantment Films Inc.,USA,Stephen Milburn Anderson,Crime,1373196,South Central,R,1992-09-18 00:00:00,99,6.8,Byron Minns,3841,Stephen Milburn Anderson,1992,0,-0.656701,-70
1438,32000000,Warner Bros.,USA,Phil Joanou,Drama,28590665,Final Analysis,R,1992-02-07 00:00:00,124,5.8,Richard Gere,11503,Robert Berger,1992,0,-0.10654171875,-10
1439,15500000,Alcor Films,France,Arne Glimcher,Drama,6742168,The Mambo Kings,R,1992-02-28 00:00:00,104,6.4,Armand Assante,4469,Oscar Hijuelos,1992,0,-0.5650214193548387,-60
1441,30000000,Morgan Creek Productions,USA,Geoff Murphy,Action,17129000,Freejack,R,1992-01-17 00:00:00,110,5.3,Emilio Estevez,12883,Robert Sheckley,1992,0,-0.4290333333333333,-40
1446,50000000,Hollywood Pictures,USA,Jonathan Lynn,Comedy,46666502,The Distinguished Gentleman,R,1992-12-04 00:00:00,112,5.9,Eddie Murphy,13167,Marty Kaplan,1992,0,-0.06666996,-10
1447,40000000,Christopher Columbus Productions,UK,John Glen,Adventure,8251071,Christopher Columbus: The Discovery,PG-13,1992-08-21 00:00:00,120,4.4,Marlon Brando,2418,Mario Puzo,1992,0,-0.793723225,-80
1449,10000000,Dimension Films,Hong Kong,Ringo Lam,Action,8332431,Twin Dragons,PG-13,1999-04-09 00:00:00,104,6.4,Jackie Chan,9292,Barry Wong,1992,0,-0.1667569,-20
1451,17000000,Metro-Goldwyn-Mayer (MGM),USA,Michael Ritchie,Drama,4836637,Diggstown,R,1992-08-14 00:00:00,98,7.0,James Woods,6006,Leonard Wise,1992,0,-0.7154919411764706,-70
1454,5000000,A&M; Films,USA,Keith Gordon,Drama,1526697,A Midnight Clear,R,1992-04-24 00:00:00,108,7.2,Peter Berg,7365,William Wharton,1992,0,-0.6946606,-70
1456,29000000,American Zoetrope,USA,Carroll Ballard,Action,5519569,Wind,PG-13,1992-09-11 00:00:00,126,6.5,Matthew Modine,2123,Jeff Benjamin,1992,0,-0.8096700344827586,-80
1457,18000000,Orion Pictures,USA,Jonathan Kaplan,Drama,1949148,Love Field,PG-13,1993-02-12 00:00:00,105,6.7,Michelle Pfeiffer,3099,Don Roos,1992,0,-0.891714,-90
1460,40000000,DENTSU Music And Entertainment,USA,Fred Schepisi,Comedy,20883046,Mr. Baseball,PG-13,1992-10-02 00:00:00,108,5.9,Tom Selleck,8610,Theo Pelletier,1992,0,-0.47792385,-50
1463,20000000,Penta Films,USA,Irwin Winkler,Comedy,6202756,Night and the City,R,1992-10-23 00:00:00,105,5.8,Robert De Niro,3900,Gerald Kersh,1992,0,-0.6898622,-70
1466,10000000,British Screen Productions,UK,Stephen Gyllenhaal,Drama,1034287,Waterland,R,1992-10-30 00:00:00,95,6.7,Jeremy Irons,1855,Graham Swift,1992,0,-0.8965713,-90
1469,5000000,Carolco Pictures,USA,Paul Schrader,Crime,1050861,Light Sleeper,R,1992-03-13 00:00:00,103,6.9,Willem Dafoe,3999,Paul Schrader,1992,0,-0.7898278,-80
1476,43000000,Castle Rock Entertainment,USA,Billy Crystal,Comedy,13351357,Mr. Saturday Night,R,1992-09-25 00:00:00,119,5.8,Billy Crystal,3990,Billy Crystal,1992,0,-0.6895033255813954,-70
1477,30000000,Penta Entertainment,USA,Bob Rafelson,Comedy,4096030,Man Trouble,PG-13,1992-07-17 00:00:00,100,4.6,Jack Nicholson,2557,Carole Eastman,1992,0,-0.8634656666666667,-90
1478,10000000,Avenue Pictures,USA,Martin Bell,Crime,384048,American Heart,R,1993-05-07 00:00:00,113,6.8,Jeff Bridges,2634,Peter Silverman,1992,0,-0.9615952,-100
1479,2700000,No Frills Film Production,USA,Neal Jimenez,Drama,1723319,The Waterdance,R,1992-05-13 00:00:00,106,6.9,Eric Stoltz,2369,Neal Jimenez,1992,0,-0.3617337037037037,-40
1483,3330000,Atchafalaya,USA,John Sayles,Drama,5414619,Passion Fish,R,1992-12-11 00:00:00,135,7.5,Mary McDonnell,4448,John Sayles,1992,1,0.6260117117117117,60
1486,18000000,Orion Pictures,USA,Howard Deutch,Drama,6375979,Article 99,R,1992-03-13 00:00:00,100,6.1,Ray Liotta,2585,Ron Cutler,1992,0,-0.6457789444444444,-60
1490,3000000,American Playhouse,Italy,Hal Hartley,Crime,141554,Simple Men,R,1992-11-06 00:00:00,105,7.2,Robert John Burke,3563,Hal Hartley,1992,0,-0.9528153333333333,-100
1495,800000,Zeta Entertainment,USA,Tamra Davis,Crime,114516,Guncrazy,R,1993-09-09 00:00:00,97,5.6,Drew Barrymore,1768,Matthew Bright,1992,0,-0.856855,-90
1496,18000000,Paramount Pictures,USA,Christopher Crowe,Drama,11124511,Whispers in the Dark,R,1992-08-07 00:00:00,103,5.6,Annabella Sciorra,1674,Christopher Crowe,1992,0,-0.3819716111111111,-40
1499,400000,Ang Lee Productions,Taiwan,Ang Lee,Comedy,152322,Pushing Hands,NOT RATED,1996-01-20 00:00:00,105,7.3,Bozhao Wang,2826,Ang Lee,1992,0,-0.619195,-60
1505,3000000,Once Upon a Time Films,USA,Matthew Meshekoff,Comedy,690966,The Opposite Sex and How to Live with Them,R,1993-03-26 00:00:00,100,4.9,Arye Gross,540,Noah Stern,1992,0,-0.769678,-80
1507,18000000,Metro-Goldwyn-Mayer (MGM),USA,Bruce Beresford,Drama,2149735,Rich in Love,PG-13,1993-03-05 00:00:00,100,6.3,Albert Finney,689,Josephine Humphreys,1992,0,-0.8805702777777777,-90
1514,22769,Desperate Pictures,USA,Gregg Araki,Comedy,692585,The Living End,UNRATED,1992-08-21 00:00:00,81,6.5,Mike Dytri,2140,Gregg Araki,1992,1,29.417892748912994,2940
1522,24000000,Majestic Films International,USA,Graeme Clifford,Mystery,608866,Ruby Cairo,PG-13,1993-10-29 00:00:00,100,5.0,Andie MacDowell,1886,Robert Dillon,1992,0,-0.9746305833333333,-100
1523,13000000,In The Bag Productions,USA,Allan Moyle,Comedy,3721911,The Gun in Betty Lou's Handbag,PG-13,1992-08-21 00:00:00,89,5.0,Penelope Ann Miller,1430,Grace Cary Bickley,1992,0,-0.7136991538461539,-70
1524,16000000,JVC Entertainment Networks,USA,Beeban Kidron,Comedy,17957265,Used People,PG-13,1993-01-22 00:00:00,100,6.0,Shirley MacLaine,1225,Todd Graff,1992,1,0.1223290625,10
1532,130000,Demi-Monde Productions,USA,Nicole Conn,Drama,799674,Claire of the Moon,UNRATED,1993-10-21 00:00:00,107,4.9,Trisha Todd,843,Nicole Conn,1992,1,5.151338461538462,520
1538,250000,American Playhouse,USA,Tom Kalin,Crime,340147,Swoon,UNRATED,1992-09-25 00:00:00,93,6.8,Daniel Schlachet,1365,Tom Kalin,1992,1,0.360588,40
1539,38000,Island World,USA,Nick Gomez,Crime,117480,Laws of Gravity,R,1993-08-20 00:00:00,100,7.0,Peter Greene,769,Nick Gomez,1992,1,2.091578947368421,210
1540,28000000,Rhythm & Hues Studios,USA,Kenny Ortega,Comedy,39514713,Hocus Pocus,PG,1993-07-16 00:00:00,96,6.7,Bette Midler,67192,David Kirschner,1993,1,0.41123975,40
1541,25000000,Hollywood Pictures,USA,George P. Cosmatos,Action,56505065,Tombstone,R,1993-12-25 00:00:00,130,7.8,Kurt Russell,103911,Kevin Jarre,1993,1,1.2602026,130
1542,22000000,Universal Pictures,USA,Steven Spielberg,Biography,96067179,Schindler's List,R,1994-02-04 00:00:00,195,8.9,Liam Neeson,956124,Thomas Keneally,1993,1,3.3666899545454547,340
1544,63000000,Universal Pictures,USA,Steven Spielberg,Adventure,402453882,Jurassic Park,PG-13,1993-06-11 00:00:00,127,8.1,Sam Neill,685270,Michael Crichton,1993,1,5.3881568571428575,540
1545,18000000,Touchstone Pictures,USA,Henry Selick,Animation,75082668,The Nightmare Before Christmas,PG,1993-10-29 00:00:00,76,8.0,Danny Elfman,242487,Tim Burton,1993,1,3.1712593333333334,320
1546,6900000,Gramercy Pictures (I),USA,Richard Linklater,Comedy,7993039,Dazed and Confused,R,1994-02-10 00:00:00,102,7.7,Jason London,133831,Richard Linklater,1993,1,0.15841144927536233,20
1547,25000000,Alcor Films,France,Joel Schumacher,Crime,40903593,Un día de furia,R,1993-02-26 00:00:00,113,7.6,Michael Douglas,143906,Ebbe Roe Smith,1993,1,0.63614372,60
1548,42000000,Davis Entertainment,USA,Sydney Pollack,Drama,158348367,The Firm,R,1993-06-30 00:00:00,154,6.8,Tom Cruise,95562,John Grisham,1993,1,2.7701992142857144,280
1549,13000000,Morgan Creek Productions,USA,Tony Scott,Crime,12281500,True Romance,R,1993-09-10 00:00:00,120,8.0,Christian Slater,174471,Quentin Tarantino,1993,0,-0.05526923076923077,-10
1550,75000000,Paramount Pictures,USA,Barry Sonnenfeld,Comedy,48919043,Addams Family Values,PG-13,1993-11-19 00:00:00,94,6.6,Anjelica Huston,62350,Charles Addams,1993,0,-0.34774609333333334,-30
1551,22000000,Price Entertainment,USA,Robert De Niro,Crime,17266971,A Bronx Tale,R,1993-10-01 00:00:00,121,7.8,Robert De Niro,106183,Chazz Palminteri,1993,0,-0.21513768181818183,-20
1552,11000000,Paramount Pictures,USA,Lasse Hallström,Drama,9170214,What's Eating Gilbert Grape,PG-13,1994-03-04 00:00:00,118,7.8,Johnny Depp,183569,Peter Hedges,1993,0,-0.1663441818181818,-20
1554,14600000,Columbia Pictures Corporation,USA,Harold Ramis,Comedy,70906973,Groundhog Day,PG,1993-02-12 00:00:00,101,8.0,Bill Murray,483649,Danny Rubin,1993,1,3.8566419863013697,390
1555,20000000,Brooksfilms,France,Mel Brooks,Adventure,35739755,Robin Hood: Men in Tights,PG-13,1993-07-28 00:00:00,104,6.7,Cary Elwes,97973,J.D. Shapiro,1993,1,0.78698775,80
1556,25000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,219200000,Mrs. Doubtfire,PG-13,1993-11-24 00:00:00,125,6.9,Robin Williams,198772,Anne Fine,1993,1,7.768,780
1557,21000000,TriStar Pictures,USA,Nora Ephron,Comedy,126533006,Sleepless in Seattle,PG,1993-06-25 00:00:00,105,6.8,Tom Hanks,132264,Jeff Arch,1993,1,5.025381238095238,500
1558,85000000,Columbia Pictures Corporation,USA,John McTiernan,Action,50016394,Last Action Hero,PG-13,1993-06-18 00:00:00,130,6.3,Arnold Schwarzenegger,114476,Zak Penn,1993,0,-0.41157183529411767,-40
1559,35000000,Hollywood Pictures,USA,Taylor Hackford,Crime,4496583,"Blood In, Blood Out",R,1993-04-30 00:00:00,180,8.0,Damian Chapa,24686,Ross Thomas,1993,0,-0.8715262,-90
1560,70000000,Carolco Pictures,USA,Renny Harlin,Action,84049211,Cliffhanger,R,1993-05-28 00:00:00,112,6.4,Sylvester Stallone,102888,John Long,1993,1,0.2007030142857143,20
1561,44000000,Warner Bros.,USA,Andrew Davis,Action,183875760,The Fugitive,PG-13,1993-08-06 00:00:00,130,7.8,Harrison Ford,226899,Jeb Stuart,1993,1,3.1789945454545454,320
1562,20000000,Warner Bros.,USA,Simon Wincer,Adventure,77698625,Free Willy,PG,1993-07-16 00:00:00,112,5.9,Jason James Richter,56085,Keith Walker,1993,1,2.88493125,290
1563,38000000,Paramount Pictures,USA,Adrian Lyne,Drama,106614100,Indecent Proposal,R,1993-04-07 00:00:00,117,5.8,Robert Redford,51687,Jack Engelhard,1993,1,1.805634210526316,180
1564,26000000,TriStar Pictures,USA,Jonathan Demme,Drama,77324422,Philadelphia,PG-13,1994-01-14 00:00:00,125,7.7,Tom Hanks,191244,Ron Nyswaner,1993,1,1.9740162307692308,200
1566,7000000,CiBy 2000,New Zealand,Jane Campion,Drama,40158000,El piano,R,1994-02-11 00:00:00,121,7.6,Holly Hunter,67921,Jane Campion,1993,1,4.736857142857143,470
1567,30000000,Universal Pictures,USA,Brian De Palma,Crime,36948322,Carlito's Way,R,1993-11-12 00:00:00,144,7.9,Al Pacino,173380,Edwin Torres,1993,1,0.23161073333333335,20
1568,38000000,Touchstone Pictures,USA,Bill Duke,Comedy,57319029,Sister Act 2: Back in the Habit,PG,1993-12-10 00:00:00,107,5.4,Whoopi Goldberg,39452,Paul Rudnick,1993,1,0.5083955,50
1569,57000000,Warner Bros.,USA,Marco Brambilla,Action,58055768,Demolition Man,R,1993-10-08 00:00:00,115,6.6,Sylvester Stallone,133674,Peter M. Lenkov,1993,1,0.018522245614035086,0
1570,42000000,Allied Filmmakers,UK,Annabel Jankel,Adventure,20915465,Super Mario Bros.,PG,1993-05-28 00:00:00,104,4.0,Bob Hoskins,40601,Parker Bennett,1993,0,-0.502012738095238,-50
1572,30000000,Walt Disney Pictures,Austria,Stephen Herek,Action,53898845,The Three Musketeers,PG,1993-11-12 00:00:00,105,6.4,Charlie Sheen,43792,Alexandre Dumas,1993,1,0.7966281666666667,80
1573,13000000,Hell's Kitchen Films,Ireland,Jim Sheridan,Biography,25010410,En el nombre del padre,R,1994-02-25 00:00:00,133,8.1,Daniel Day-Lewis,122973,Gerry Conlon,1993,1,0.9238776923076923,90
1574,40000000,Paramount Pictures,USA,Phillip Noyce,Drama,36300000,Sliver,R,1993-05-21 00:00:00,107,4.9,Sharon Stone,24457,Ira Levin,1993,0,-0.0925,-10
1575,32000000,Film Andes S.A.,USA,Frank Marshall,Adventure,36733909,Alive,R,1993-01-15 00:00:00,120,7.1,Ethan Hawke,42086,Piers Paul Read,1993,1,0.14793465625,10
1576,30000000,Columbia Pictures Corporation,USA,Martin Scorsese,Drama,32200000,The Age of Innocence,PG,1993-10-01 00:00:00,139,7.2,Daniel Day-Lewis,39143,Edith Wharton,1993,1,0.07333333333333333,10
1577,17000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,44594000,The Good Son,R,1993-09-24 00:00:00,87,6.4,Macaulay Culkin,30596,Ian McEwan,1993,1,1.6231764705882352,160
1578,15000000,Walt Disney Pictures,USA,Jon Turteltaub,Adventure,68856263,Cool Runnings,PG,1993-10-01 00:00:00,98,6.9,John Candy,75331,Lynn Siefert,1993,1,3.5904175333333335,360
1579,11000000,Renaissance Films,UK,Kenneth Branagh,Comedy,22551000,Much Ado About Nothing,PG-13,1993-07-02 00:00:00,111,7.4,Kenneth Branagh,39297,William Shakespeare,1993,1,1.0500909090909092,110
1580,15000000,Touchstone Pictures,USA,David S. Ward,Action,23004026,The Program,R,1993-09-24 00:00:00,112,6.4,James Caan,7889,David S. Ward,1993,1,0.5336017333333334,50
1581,14000000,Raffaella De Laurentiis Productions,USA,Rob Cohen,Action,35112679,Dragon: The Bruce Lee Story,PG-13,1993-05-07 00:00:00,120,7.0,Jason Scott Lee,23459,Robert Clouse,1993,1,1.5080485,150
1582,3500000,New Line Cinema,USA,Albert Hughes,Crime,27900000,Menace II Society,R,1993-05-26 00:00:00,97,7.5,Tyrin Turner,42874,Allen Hughes,1993,1,6.9714285714285715,700
1584,18000000,Universal Pictures,USA,John Woo,Action,32589677,Hard Target,R,1993-08-20 00:00:00,97,6.1,Jean-Claude Van Damme,37456,Chuck Pfarrer,1993,1,0.8105376111111111,80
1587,25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,PG,1993-10-08 00:00:00,271,7.7,Tom Berenger,22949,Michael Shaara,1993,0,-0.5692016,-60
1590,8000000,Propaganda Films,USA,John Dahl,Crime,2502551,Red Rock West,R,1993-05-14 00:00:00,98,7.0,Nicolas Cage,16835,John Dahl,1993,0,-0.687181125,-70
1592,20000000,TriStar Pictures,USA,Thomas Schlamme,Comedy,11585483,So I Married an Axe Murderer,PG-13,1993-07-30 00:00:00,93,6.4,Mike Myers,29457,Robbie Fox,1993,0,-0.42072585,-40
1596,15000000,Orion Pictures,USA,George A. Romero,Horror,9579068,The Dark Half,R,1993-04-23 00:00:00,122,5.9,Timothy Hutton,12885,Stephen King,1993,0,-0.36139546666666666,-40
1597,3000000,New Line Cinema,USA,Adam Marcus,Fantasy,15935068,Jason Goes to Hell: The Final Friday,R,1993-08-13 00:00:00,87,4.3,John D. LeMay,21333,Jay Huguely,1993,1,4.311689333333334,430
1598,40000000,Paramount Pictures,USA,Stephen Surjik,Comedy,48197805,Wayne's World 2,PG-13,1993-12-10 00:00:00,95,6.1,Mike Myers,66535,Mike Myers,1993,1,0.204945125,20
1599,45000000,Warner Bros.,USA,Alan J. Pakula,Crime,100768056,The Pelican Brief,PG-13,1993-12-17 00:00:00,141,6.6,Julia Roberts,63850,John Grisham,1993,1,1.2392901333333333,120
1600,15000000,Touchstone Pictures,USA,Brian Gibson,Biography,39100956,What's Love Got to Do with It,R,1993-06-25 00:00:00,118,7.2,Angela Bassett,14287,Tina Turner,1993,1,1.6067304,160
1601,40000000,Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,102314283,In the Line of Fire,R,1993-07-09 00:00:00,128,7.2,Clint Eastwood,78551,Jeff Maguire,1993,1,1.557857075,160
1603,6000000,Morgan Creek Productions,USA,Alan Shapiro,Drama,13609396,The Crush,R,1993-04-02 00:00:00,89,5.7,Cary Elwes,12904,Alan Shapiro,1993,1,1.2682326666666666,130
1604,15000000,Paramount Pictures,USA,Robert Lieberman,Biography,20100000,Fire in the Sky,PG-13,1993-03-12 00:00:00,109,6.5,D.B. Sweeney,17555,Travis Walton,1993,1,0.34,30
1605,900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,R,1993-01-08 00:00:00,92,4.7,Warwick Davis,18654,Mark Jones,1993,1,8.507711111111112,850
1606,30000000,Warner Bros.,USA,Clint Eastwood,Crime,31160784,A Perfect World,PG-13,1993-11-24 00:00:00,138,7.5,Kevin Costner,61676,John Lee Hancock,1993,1,0.0386928,0
1608,15000000,Columbia Pictures Corporation,USA,James Ivory,Drama,22954968,The Remains of the Day,PG,1993-11-19 00:00:00,134,7.9,Anthony Hopkins,49507,Kazuo Ishiguro,1993,1,0.5303312,50
1610,2000000,CNCAIMC,Mexico,Guillermo del Toro,Horror,621392,Cronos,R,1994-05,94,6.7,Federico Luppi,21699,Guillermo del Toro,1993,0,-0.689304,-70
1611,2600000,Icon Entertainment International,USA,Rob Bowman,Adventure,2850263,Airborne,PG,1993-09-17 00:00:00,91,6.2,Shane McDermott,5414,Bill Apablasa,1993,1,0.096255,10
